"SRR1917694_sorted"	"SRR1917695_sorted"	"SRR1917696_sorted"	"SRR1917697_sorted"	"SRR1917698_sorted"	"SRR1917699_sorted"	"SRR1917700_sorted"	"SRR1917701_sorted"	"SRR1917702_sorted"	"SRR1917703_sorted"	"SRR1917704_sorted"	"SRR1917705_sorted"	"SRR1917706_sorted"	"SRR1917707_sorted"	"SRR1917708_sorted"	"SRR1917709_sorted"	"SRR1917710_sorted"	"SRR1917711_sorted"	"SRR1917712_sorted"	"SRR1917713_sorted"	"SRR1917714_sorted"	"SRR1917715_sorted"
"gene:Rv2064"	341	109	221	925	1079	1048	1357	605	397	2047	1541	731	131	608	876	773	442	526	728	1323	103	93
"gene:Rv2065"	183	55	167	595	691	679	748	363	263	1466	1024	553	97	374	452	523	255	247	723	1124	62	50
"gene:Rv2066"	378	178	334	1230	1682	1441	1561	778	469	2805	2153	912	134	941	1053	905	467	540	1244	2292	192	153
"gene:Rv2067c"	685	382	621	1837	2172	1467	2378	1244	830	3499	2867	1049	203	1219	1487	1087	550	566	3759	6371	405	299
"gene:Rv2068c"	629	280	438	1029	1370	989	2121	1080	659	2043	1613	628	180	718	1164	722	351	524	1914	3407	279	211
"gene:Rv2069"	1067	531	887	1086	1225	699	1404	847	767	2653	2216	651	111	640	847	555	251	354	6016	10714	353	253
"gene:Rv2070c"	121	55	99	349	477	366	354	211	180	539	420	174	35	243	247	308	139	127	453	810	96	67
"gene:Rv2071c"	39	19	34	116	160	140	129	94	56	291	280	108	27	164	129	172	95	111	214	373	38	22
"gene:Rv2072c"	80	38	91	251	407	297	326	235	158	618	488	220	58	281	258	340	149	209	376	722	48	47
"gene:Rv2073c"	69	13	42	162	238	165	213	110	90	388	329	105	24	167	188	417	167	222	223	415	33	20
"gene:Rv2074"	1512	717	1155	4060	5722	4190	5114	2788	1701	9239	7497	2293	536	2756	5070	2935	1401	1683	6644	11071	445	257
"gene:Rv2075c"	431	195	361	1092	1181	750	1340	885	538	2103	1693	699	99	426	550	515	317	344	1740	2716	264	212
"gene:Rv2076c"	92	54	72	143	190	191	287	147	98	246	158	70	17	97	242	205	72	98	219	326	56	76
"gene:Rv2077c"	2634	1534	2496	5238	8156	6781	9670	4843	2630	4634	3356	1127	595	4829	8711	8255	4705	4546	4480	6367	3158	1728
"gene:Rv2077A"	11	12	13	39	25	15	50	41	9	50	39	18	2	19	13	16	4	9	72	128	6	6
"gene:Rv2078"	59	13	47	38	56	42	99	56	38	74	88	14	10	15	35	23	12	14	119	145	14	12
"gene:Rv2079"	319	200	297	434	551	430	640	433	237	891	728	232	35	274	336	276	99	155	937	1469	175	93
"gene:Rv2080"	634	305	685	1443	1507	1033	1619	1069	685	2367	1789	454	162	1005	997	807	300	614	2644	4492	497	320
"gene:Rv2081c"	566	280	594	1558	1624	1193	3167	1495	920	1724	1387	551	250	1571	1632	1306	493	693	1230	2086	692	474
"gene:Rv2082"	1176	602	1206	4674	5647	4261	5650	3857	1753	7153	5453	2255	728	4208	4161	4025	1676	2075	4593	9308	1163	771
"gene:Rv2083"	300	107	323	1075	1754	1567	1554	915	542	2108	1612	591	157	966	1237	1052	452	445	1055	1913	141	132
"gene:Rv2084"	250	71	175	1022	1625	1145	1323	812	423	1727	1420	532	153	758	1048	723	337	343	1012	1857	137	101
"gene:Rv2085"	30	12	24	87	185	130	201	118	62	316	201	89	17	75	95	37	35	20	120	200	4	12
"gene:Rv2086"	14	1	7	24	53	47	38	12	10	90	78	53	2	39	43	33	17	10	27	55	1	0
"gene:Rv2087"	77	141	181	23	43	37	50	23	15	54	69	16	1	22	13	15	12	6	23	48	16	3
"gene:Rv2088"	272	133	283	582	679	525	743	398	198	1393	1079	377	84	534	480	682	332	394	1102	1790	143	108
"gene:Rv2089c"	119	93	141	112	120	97	148	73	45	249	197	72	13	61	88	94	50	69	192	338	43	25
"gene:Rv2090"	111	90	151	159	213	160	236	149	89	411	310	123	17	74	82	121	58	62	238	461	60	37
"gene:Rv2091c"	4419	2074	4053	8381	11668	8253	13136	7511	4786	10838	7719	2920	967	5950	9528	8214	3323	3932	8936	15274	2041	1529
"gene:Rv2092c"	1942	723	1535	4467	6484	5011	8206	3807	2306	5280	3828	1792	695	3663	6497	4432	2092	1868	3203	5600	621	452
"gene:Rv2093c"	918	449	1011	2538	3412	2562	3895	2165	1217	2631	1943	970	346	1869	3195	2501	1228	1094	2253	3922	498	454
"gene:Rv2094c"	1357	684	1204	2121	2437	2043	3516	1653	1470	1480	1132	477	232	1465	2899	2002	929	740	2586	3729	516	373
"gene:Rv2095c"	331	119	270	1036	1237	937	889	550	299	2036	1603	668	96	606	809	908	442	437	1396	2426	154	93
"gene:Rv2096c"	392	180	316	1121	1691	1162	1335	635	385	2388	1890	1006	169	945	1084	1362	760	815	1798	2992	236	189
"gene:Rv2097c"	1944	1137	1806	4838	5637	4189	4091	2796	1684	8972	7042	2355	538	2816	3553	5667	2759	3695	9634	18131	1118	832
"gene:Rv2100"	63	30	60	194	184	191	158	116	64	341	291	89	52	425	529	428	228	243	313	668	57	39
"gene:Rv2101"	2801	1289	2308	7644	10838	7827	10220	5725	3344	13748	10945	5088	769	4108	4254	3301	1768	2245	9501	16221	955	692
"gene:Rv2102"	555	258	530	2214	3357	2670	2455	1462	873	3429	2890	1193	180	1203	1267	979	578	525	2446	4782	346	223
"gene:Rv2103c"	136	84	128	458	688	578	643	257	181	1072	795	336	63	306	513	432	173	222	595	1082	69	60
"gene:Rv2104c"	52	35	56	187	260	210	248	123	87	320	243	99	12	149	193	122	58	71	312	555	29	25
"gene:Rv2105"	14	5	6	23	22	12	43	21	5	58	34	9	2	19	18	17	12	11	56	69	4	1
"gene:Rv2106"	43	31	46	95	141	103	152	91	48	220	205	64	12	106	94	126	54	75	191	280	57	37
"gene:Rv2107"	13	18	38	33	30	32	55	13	9	60	42	13	24	172	140	120	36	59	101	159	6	5
"gene:Rv2108"	317	179	335	406	393	288	748	551	404	443	355	81	75	467	401	517	222	287	740	1215	399	275
"gene:Rv2109c"	2006	1095	1996	5728	7461	6385	7788	3739	2383	7366	5052	2493	840	4818	7334	5968	2820	2581	5975	9967	955	676
"gene:Rv2110c"	2408	1312	2213	4906	8369	6432	8045	3968	2391	7817	6217	2013	698	4278	5986	5474	2436	2790	5345	10085	1281	981
"gene:Rv2111c"	180	110	180	256	332	304	258	187	131	368	229	93	18	179	266	288	133	91	328	396	49	45
"gene:Rv2112c"	1581	685	1144	3341	4646	3415	4598	2517	1655	6996	5139	2099	584	3164	5870	4563	2325	2595	5777	10715	858	544
"gene:Rv2113"	280	144	227	633	837	605	1224	612	328	1179	932	272	127	664	605	518	255	363	1098	1638	150	107
"gene:Rv2114"	737	340	825	1754	1764	1117	2532	1882	900	2938	2262	686	186	1391	794	1102	426	780	3159	5151	861	578
"gene:Rv2115c"	7777	2888	5714	10447	14059	12056	16313	8534	6972	9570	7108	3135	1655	9602	18108	15768	7409	7869	9019	15610	2986	2261
"gene:Rv2116"	97	50	90	347	346	261	378	181	121	597	460	139	74	340	312	495	213	261	367	610	96	54
"gene:Rv2117"	41	13	45	76	79	45	77	44	47	114	76	49	21	63	56	114	62	73	85	178	34	18
"gene:Rv2118c"	194	83	139	497	617	458	490	295	164	1380	1084	458	79	372	460	464	211	255	904	1695	107	49
"gene:Rv2119"	219	83	168	477	674	404	482	308	201	1232	984	352	80	440	827	415	186	256	873	1623	39	35
"gene:Rv2120c"	340	145	249	764	802	686	1287	622	532	1891	1410	481	169	862	886	665	336	308	1268	2114	153	122
"gene:Rv2121c"	60	49	60	106	127	79	91	102	39	265	167	107	241	1412	1592	1203	535	624	268	487	41	29
"gene:Rv2122c"	9	4	2	13	6	4	24	10	7	20	26	6	127	911	1054	904	470	519	17	27	6	5
"gene:Rv2123"	10	11	23	36	40	10	64	27	24	48	67	13	2664	16340	17352	16286	7563	9902	119	223	25	38
"gene:Rv2124c"	5589	2323	5193	24719	33493	25190	21648	9994	6383	11724	8928	3800	3067	18289	26993	19102	9962	9277	9824	18033	2989	2142
"gene:Rv2125"	835	379	665	2173	3321	2678	3007	1337	1036	3665	2720	1239	323	2031	2834	3087	1472	1520	2233	3802	318	244
"gene:Rv2126c"	65	25	68	228	268	213	267	107	75	368	219	85	50	196	353	187	105	88	151	201	23	23
"gene:Rv2127"	2373	1057	2204	9653	11392	7876	9191	4909	2723	17640	12227	5324	852	4722	5004	4004	1861	1655	15519	22577	1557	1139
"gene:Rv2128"	501	246	470	1882	2395	1830	1942	1178	605	3620	2465	1148	138	1018	976	705	392	303	3058	5099	315	265
"gene:Rv2129c"	648	299	605	913	1082	769	2150	1179	673	1426	957	434	162	907	1097	899	429	545	826	1392	447	278
"gene:Rv2130c"	644	300	527	1055	1759	1450	1794	1008	664	2270	1724	765	253	1353	1997	1931	848	1020	1715	2985	278	220
"gene:Rv2131c"	755	353	677	1431	2439	1934	2262	1093	761	3137	2310	1049	207	1494	2313	2620	1433	1562	2026	3640	350	202
"gene:Rv2132"	342	163	257	673	660	422	1490	740	478	795	619	266	79	455	587	528	196	311	609	1114	235	168
"gene:Rv2133c"	322	122	267	702	906	796	949	439	284	1087	771	337	74	584	829	1233	553	663	629	1029	152	122
"gene:Rv2134c"	1030	375	715	2002	2383	1796	3188	1445	1098	2871	2115	951	278	1542	2319	3997	2145	2305	1694	2932	454	428
"gene:Rv2135c"	353	156	294	961	1331	1165	1611	956	594	1876	1474	628	113	602	905	725	322	357	898	1562	141	83
"gene:Rv2136c"	766	395	641	2168	3234	2558	4184	2083	1145	3426	2680	1235	278	1725	2227	1561	986	855	1966	2982	492	462
"gene:Rv2137c"	5624	1985	3546	6702	9783	7150	18711	7609	6156	7199	4507	2230	605	4623	5406	4469	2205	2647	7491	13617	2851	1563
"gene:Rv2138"	829	546	985	2520	2609	2104	3620	2014	1083	4782	3476	1254	346	1826	1663	2599	1132	1366	2789	5280	869	650
"gene:Rv2139"	717	340	758	2684	3267	2481	3004	1667	835	6289	5002	2097	282	1604	1488	1473	707	826	3219	5629	529	304
"gene:Rv2140c"	217	80	151	669	784	571	739	604	237	1036	793	304	101	384	271	494	259	437	1071	1912	336	208
"gene:Rv2141c"	256	105	179	671	754	541	806	539	264	1693	1244	511	104	393	439	929	425	572	1062	1983	185	139
"gene:Rv2142c"	11	10	14	73	86	61	36	32	8	132	80	52	14	80	56	123	31	37	123	122	20	17
"gene:Rv2142A"	36	30	31	101	115	111	117	68	39	173	116	35	4	67	81	185	118	84	185	323	21	25
"gene:Rv2143"	375	161	304	777	1007	738	1287	690	406	1153	821	373	103	636	683	1039	501	571	656	1153	342	208
"gene:Rv2144c"	920	465	633	2908	3810	2651	3359	1754	1247	5489	4193	2044	305	1648	1819	1778	960	933	4465	6984	419	350
"gene:Rv2145c"	1366	669	1307	5202	6952	4905	4935	2566	1649	10799	8709	3686	633	3469	4274	3858	1655	1526	9252	15170	807	595
"gene:Rv2146c"	1440	689	1237	3439	4115	3245	5548	2592	2268	4688	3952	1303	340	2407	3186	3753	1833	1614	3792	4858	945	742
"gene:Rv2147c"	2326	1115	1860	5774	7044	5773	8234	4219	3079	10243	8687	3282	448	2445	3892	1895	924	1062	10074	17203	517	396
"gene:Rv2148c"	299	135	228	761	929	707	866	424	335	1435	972	486	130	676	1151	871	470	380	1053	1648	56	64
"gene:Rv2149c"	395	187	324	935	1671	1137	1352	581	424	2113	1598	990	179	984	1701	1668	905	1030	1056	1748	81	91
"gene:Rv2150c"	1393	808	1318	3573	5959	4506	4331	2137	1430	8262	6718	2209	762	4438	7840	5051	2523	2983	5553	9192	284	216
"gene:Rv2151c"	427	170	382	1657	2206	1668	2792	1203	638	3353	2604	1343	204	913	1478	979	522	492	2236	3772	207	155
"gene:Rv2152c"	493	203	351	1555	2099	1814	2770	1165	709	3189	2490	1112	197	1091	1824	1389	567	642	2380	3929	194	115
"gene:Rv2153c"	565	250	464	1702	2865	2331	3299	1410	872	4639	3731	1975	310	1391	2056	1869	1024	1172	1864	3436	173	115
"gene:Rv2154c"	1653	728	1378	4604	6777	5554	7480	3597	2431	8184	6960	3026	498	2350	4049	2557	1170	996	6646	10977	615	519
"gene:Rv2155c"	638	218	396	1640	2206	1818	4031	1798	993	2940	2301	1037	334	1586	2443	2654	1314	1305	1520	2711	358	299
"gene:Rv2156c"	1154	454	841	2301	2818	2373	7018	3267	2243	3361	2293	1108	404	2238	4201	4300	1917	2171	2388	4099	903	717
"gene:Rv2157c"	1137	426	815	1945	2817	2233	6233	2997	1834	3220	2464	996	479	2733	4822	6011	2980	2911	1631	2799	883	685
"gene:Rv2158c"	2686	1163	2172	4410	6729	5108	15550	7621	4219	6780	4859	2520	1597	8653	12391	20570	10797	11223	2944	4945	2469	2333
"gene:Rv2159c"	5862	2450	4863	7419	9664	7593	23088	12015	7440	8749	6331	3066	3035	15394	22923	34254	19341	19533	3307	6454	5880	4849
"gene:Rv2160A"	840	405	645	904	1779	1419	4116	1731	1087	1454	1019	454	349	2337	3920	4458	2321	2808	577	889	588	479
"gene:Rv2160c"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"gene:Rv2161c"	7081	2745	4948	10319	15818	12325	35773	14915	10412	15837	10623	5881	3065	16042	25306	23723	12502	13591	5125	9148	3934	3499
"gene:Rv2162c"	4850	1849	4268	10502	14608	12722	18024	7278	5736	20598	16311	6772	1969	9669	12969	10969	5385	5593	8190	13110	1802	1353
"gene:Rv2163c"	929	365	776	3444	4701	3854	3628	2190	1306	4306	3761	1529	700	4592	5773	10186	4998	4997	5700	9926	536	397
"gene:Rv2164c"	590	291	566	1847	2686	2095	2235	1153	723	3093	2590	1178	564	2916	3056	6836	3705	4037	2799	4840	257	214
"gene:Rv2165c"	439	217	358	1281	1634	1322	1617	950	460	2052	1741	695	282	1756	1852	3681	1949	2100	2616	4556	208	215
"gene:Rv2166c"	617	370	611	2273	2924	2333	2686	1525	863	3755	2828	807	411	3281	3073	6911	3407	3129	4481	6366	392	288
"gene:Rv2167c"	48	23	46	97	118	80	132	84	33	208	176	44	16	75	96	111	60	64	167	292	43	23
"gene:Rv2168c"	5	11	19	21	33	18	40	19	21	39	40	14	1	23	25	33	17	13	51	92	8	4
"gene:Rv2169c"	1879	1175	1393	1878	2846	1830	4473	2632	1657	2660	1733	722	158	1272	1632	2675	1280	1746	2833	4326	1176	1120
"gene:Rv2170"	97	63	94	158	190	130	326	161	83	391	274	70	25	122	124	110	53	83	270	420	81	38
"gene:Rv2171"	183	106	156	670	620	438	527	409	201	1858	1425	565	69	416	263	476	234	331	1873	3466	153	100
"gene:Rv2172c"	1452	499	1194	4333	5844	3896	4645	1806	1222	3372	2659	1105	704	4322	6658	2992	1409	1567	2638	4488	622	435
"gene:Rv2173"	618	270	512	1065	1483	1068	1725	927	613	2018	1565	639	196	1206	1600	1569	776	981	1474	2654	304	243
"gene:Rv2174"	1023	502	796	2298	3011	2526	3624	1953	1183	3517	2544	1186	418	2072	2858	1871	880	1079	2940	5056	504	386
"gene:Rv2175c"	475	226	387	860	906	760	1503	834	477	1299	970	424	135	975	790	1526	687	754	843	1643	333	242
"gene:Rv2176"	596	331	371	836	1049	787	2061	1047	634	1593	1089	468	198	1033	1468	1132	620	619	1041	1708	528	348
"gene:Rv2177c"	151	68	170	447	576	442	466	303	155	1081	926	316	62	353	376	363	185	127	753	1254	260	185
"gene:Rv2178c"	1114	621	1137	2718	4032	2774	2987	1540	1045	7537	6022	2006	390	2197	3052	3039	1504	1713	6897	11781	586	427
"gene:Rv2179c"	67	29	64	169	137	137	206	125	57	310	249	122	23	153	135	179	110	111	285	531	47	27
"gene:Rv2180c"	151	82	142	236	256	218	424	236	192	496	342	162	55	381	266	520	204	316	373	676	116	87
"gene:Rv2181"	1005	479	948	2467	2863	2149	2951	1592	937	5321	4204	2004	496	2637	2718	4432	2125	2478	4538	7549	661	490
"gene:Rv2182c"	2505	1255	2077	4198	5813	4066	8479	4685	2800	4631	3338	1218	537	3475	3186	4956	2153	2437	3833	6159	1852	1274
"gene:Rv2183c"	225	86	172	686	940	633	1255	756	376	1106	735	403	36	355	380	306	170	140	816	1435	108	76
"gene:Rv2184c"	780	375	674	2225	3048	2055	3465	2081	1180	3745	2798	1363	258	1341	1287	1220	656	559	2804	4247	661	485
"gene:Rv2185c"	529	238	425	811	1008	586	1205	843	570	1570	1187	435	122	555	469	445	219	267	1509	2314	387	277
"gene:Rv2186c"	285	107	168	268	325	227	440	282	165	520	357	152	23	147	242	150	60	103	572	1001	62	42
"gene:Rv2187"	1313	636	1071	2369	2774	2008	2417	1523	1028	4239	3271	1007	220	1570	1310	1487	786	950	4017	6979	928	726
"gene:Rv2188c"	278	96	195	493	624	527	1027	577	288	934	659	250	69	273	274	447	192	242	552	858	239	248
"gene:Rv2189c"	232	74	220	915	1159	1052	1872	797	469	3005	2338	1055	181	971	846	269	157	162	1067	1776	101	82
"gene:Rv2190c"	4833	1459	3306	15461	17334	12795	33780	16574	10123	33643	22997	9838	2362	14446	11488	5457	2571	2832	17287	27923	2956	1818
"gene:Rv2191"	150	74	102	364	519	380	464	252	130	816	652	254	159	854	1305	889	437	462	534	1089	63	47
"gene:Rv2192c"	384	143	276	998	1372	1060	1615	776	452	2710	1904	814	147	806	1174	1057	506	666	1279	2092	153	95
"gene:Rv2193"	4038	2100	3432	8745	9316	7430	8240	4536	3514	12528	9230	2843	830	4565	7782	8070	3648	4558	18148	33216	1804	1242
"gene:Rv2194"	1483	801	1563	3549	5608	3767	3050	1861	1206	7430	5681	1960	392	2574	3637	2900	1438	1856	8299	14881	893	550
"gene:Rv2195"	3779	1385	2501	7943	10247	7146	7370	4273	3274	13939	11030	4093	925	5381	7537	6536	3183	3700	15126	25873	1836	1409
"gene:Rv2196"	7484	2614	5392	19830	25111	18432	17710	10632	8107	33058	24580	9050	1849	11537	17230	13605	6356	7400	34157	60174	4405	3550
"gene:Rv2197c"	683	220	327	2157	2951	2017	2653	1537	878	3636	2665	1452	179	1274	1878	1594	770	900	2308	4268	309	237
"gene:Rv2198c"	716	320	591	3182	3199	2227	2726	1508	857	6231	4991	2025	378	1834	2459	2671	1204	1540	4442	8549	671	657
"gene:Rv2199c"	1033	498	750	2182	2517	1785	2119	1281	853	3872	2810	1172	239	1321	1694	1240	623	780	4750	7843	444	438
"gene:Rv2200c"	2774	1287	2238	6042	8143	4850	5732	3158	2512	12539	8475	2929	717	4068	5729	3993	1745	2310	14687	22875	1115	911
"gene:Rv2201"	362	156	365	1377	1436	1018	1567	948	574	2614	2097	752	237	1355	1229	1526	688	933	2254	3796	514	422
"gene:Rv2202c"	1416	624	1454	4519	5836	4646	6308	2924	1786	5583	4001	1671	756	4456	6142	5250	2621	2876	3977	6885	743	500
"gene:Rv2203"	297	134	303	1230	1186	843	1429	929	420	2711	1873	689	255	1141	779	1175	534	894	1956	3390	330	246
"gene:Rv2204c"	3815	2141	3272	7664	12190	8845	12573	6573	4272	10729	7430	2975	1112	7941	9893	8104	3529	4175	8228	13342	2553	1957
"gene:Rv2205c"	192	78	159	502	644	392	910	473	253	876	603	212	62	376	472	547	234	331	504	761	89	92
"gene:Rv2206"	467	204	435	1187	1560	1055	1272	757	470	2719	1998	726	154	1011	1411	1981	852	1079	2127	3704	239	149
"gene:Rv2207"	246	76	195	860	1462	1056	1052	580	283	2395	1752	794	174	814	1087	1120	566	743	904	1672	107	70
"gene:Rv2208"	197	92	132	617	1000	769	709	402	217	1651	1097	608	102	590	914	905	478	476	543	987	70	60
"gene:Rv2209"	389	169	284	743	946	748	2074	961	527	1239	918	392	152	885	1309	1244	642	684	766	1124	290	278
"gene:Rv2210c"	832	346	621	2166	2908	1979	3080	1523	900	3826	2990	1277	285	1391	2031	1832	822	1006	3174	5708	484	292
"gene:Rv2211c"	591	230	463	2200	2356	1687	2068	1297	703	4360	3297	1349	178	1088	813	1850	833	1093	4075	7416	351	271
"gene:Rv2212"	666	329	609	1760	1623	1306	2383	1415	784	1789	1490	657	194	1109	1154	1400	699	899	1919	3171	682	406
"gene:Rv2213"	716	253	503	2398	2712	1912	2035	1332	856	5657	4392	1658	219	1338	1061	1830	893	1349	4490	7945	480	358
"gene:Rv2214c"	1930	963	1590	4459	5771	4227	6067	3445	2102	9926	6875	2638	560	2918	4511	3861	1759	2034	7565	12918	888	587
"gene:Rv2215"	2565	1311	2280	5739	8229	5872	7104	4441	2431	12534	9553	3615	840	4796	5924	7125	3362	4021	8684	15200	1662	1324
"gene:Rv2216"	635	300	497	1619	2406	1926	1987	1274	570	3666	2783	1312	274	1396	1729	2398	1062	1253	2624	5021	357	246
"gene:Rv2217"	713	432	684	1511	2137	1805	2042	1179	665	3147	2070	868	221	1285	1571	2164	1068	1042	2269	4043	430	295
"gene:Rv2218"	1426	744	1171	2807	3469	2552	3323	2025	1158	5310	4198	1757	490	2080	2756	3088	1393	1674	4155	7155	933	689
"gene:Rv2219"	1703	782	1665	4101	5426	4303	4840	2763	1546	7075	5265	2031	561	3352	3569	5018	2388	2406	3930	7385	1096	771
"gene:Rv2219A"	320	141	238	500	712	609	919	410	343	774	465	255	119	598	798	976	504	484	593	893	168	95
"gene:Rv2220"	5941	1932	4420	14087	14813	10149	20727	13397	7734	17293	12642	4222	1513	9368	7941	6391	2870	4510	24710	41217	4488	3168
"gene:Rv2221c"	1799	636	1335	4668	6910	5639	7327	3998	2151	11823	7946	3423	722	4155	4739	6923	3796	4279	5219	8869	1391	953
"gene:Rv2222c"	2648	1404	2437	6079	7528	5362	7879	4319	2596	12352	9720	4133	674	4053	6325	6881	3620	3461	12178	21264	1593	1261
"gene:Rv2223c"	628	309	489	2099	2562	2026	1812	1120	685	3917	3176	1387	239	1386	1786	1850	887	870	3653	6307	323	278
"gene:Rv2224c"	1406	625	1262	3271	4557	3696	3695	1943	1334	4955	3863	1524	552	2962	4661	4991	2551	2575	4559	7823	645	460
"gene:Rv2225"	749	392	729	2479	3470	1809	1884	885	740	3186	2254	1109	276	1359	1776	2096	993	1319	1831	3321	457	364
"gene:Rv2226"	307	102	237	851	1235	723	786	556	427	2010	1636	512	148	717	650	1023	535	609	1427	2382	209	183
"gene:Rv2227"	303	124	254	441	450	336	791	507	320	804	630	197	39	255	208	195	102	129	656	999	187	106
"gene:Rv2228c"	286	92	244	1130	1573	1176	1182	681	378	1890	1429	604	93	545	638	521	253	190	1317	2219	224	142
"gene:Rv2229c"	150	53	73	417	606	437	431	235	204	852	679	270	36	221	326	257	147	148	705	1075	83	46
"gene:Rv2230c"	186	75	157	658	1011	729	747	488	219	1583	1121	525	50	416	509	502	248	273	745	1340	106	70
"gene:Rv2231c"	234	128	238	736	796	684	823	449	236	1971	1401	659	91	393	519	487	252	237	1104	1888	122	123
"gene:Rv2231A"	11	2	11	25	29	10	35	5	8	23	26	13	8	21	15	18	3	11	8	22	7	5
"gene:Rv2231B"	32	12	19	43	64	71	145	58	31	69	66	34	4	48	36	37	19	18	46	64	8	18
"gene:Rv2232"	229	87	188	492	516	484	637	410	278	762	567	208	55	325	606	542	264	217	726	1279	86	109
"gene:Rv2234"	112	42	90	162	278	169	243	174	92	344	248	143	41	180	246	285	172	162	285	499	50	41
"gene:Rv2235"	438	183	361	1034	1313	1042	1448	902	444	1985	1483	587	113	717	882	726	426	417	1213	2172	238	228
"gene:Rv2236c"	185	76	103	327	428	259	554	298	193	739	489	254	24	165	200	173	99	89	314	495	99	70
"gene:Rv2237"	351	221	338	930	959	758	1212	737	458	1714	1172	411	98	482	674	413	210	239	1119	1720	373	297
"gene:Rv2237A"	819	403	557	1393	1452	1049	2576	1443	823	2917	2172	975	198	1118	1171	800	415	436	1639	2782	509	503
"gene:Rv2238c"	297	148	266	1061	1401	1080	1558	841	435	2827	1972	821	108	678	780	684	347	385	2039	3580	237	153
"gene:Rv2239c"	348	131	236	604	793	633	1215	621	422	1129	854	382	49	439	428	374	152	203	927	1363	212	158
"gene:Rv2240c"	299	102	221	995	1014	888	1406	639	324	2686	2388	521	124	554	634	946	357	500	1460	2413	146	119
"gene:Rv2241"	2849	1287	2508	7352	9993	6995	9795	5392	3342	17019	13527	4897	1037	5354	8977	5304	2532	2588	11840	19877	1836	1293
"gene:Rv2242"	299	158	286	1059	1452	1124	1333	756	380	2732	1942	745	120	934	953	920	497	463	1186	2215	288	214
"gene:Rv2243"	444	217	563	2751	3341	1978	2589	1736	551	14487	14066	4403	766	4675	3847	28925	13896	21365	8627	17175	982	726
"gene:Rv2244"	248	136	343	2430	2967	1527	1577	1190	535	9552	8275	2910	529	2785	2021	8486	3918	6326	9681	14045	771	575
"gene:Rv2245"	941	424	927	8170	11943	7122	6697	4079	1850	26131	22137	8011	1371	8383	8539	33599	16334	22816	17703	30668	1801	1100
"gene:Rv2246"	632	233	629	6450	10002	5987	4911	3234	1265	17498	15222	5099	1403	8015	9340	26210	11906	15866	10447	18579	1348	817
"gene:Rv2247"	1443	458	1222	10620	15385	11360	9017	5489	2642	20215	16467	7086	2163	13020	16403	38240	18876	21775	11932	21224	1949	1267
"gene:Rv2248"	217	93	244	1942	2331	1780	1585	1042	477	2787	2195	892	293	1931	1585	2266	1160	1048	2298	4121	274	208
"gene:Rv2249c"	59	46	78	134	169	157	150	110	52	227	180	75	21	99	100	443	220	285	279	422	66	53
"gene:Rv2250c"	37	19	27	36	89	62	80	39	23	65	59	23	6	32	29	180	103	156	68	142	37	41
"gene:Rv2250A"	42	21	70	113	148	79	153	83	48	178	161	72	15	77	67	281	179	230	155	261	56	41
"gene:Rv2251"	272	147	291	617	805	535	680	451	197	1066	803	327	63	448	338	1372	738	892	761	1424	286	191
"gene:Rv2252"	145	114	173	432	536	383	387	294	117	612	449	163	33	224	148	594	338	383	561	1009	322	191
"gene:Rv2253"	60	28	38	82	73	70	164	107	69	197	128	52	3	55	27	81	46	37	158	311	49	82
"gene:Rv2254c"	6	18	32	109	212	170	149	53	37	342	243	119	38	206	259	198	89	85	117	197	26	17
"gene:Rv2255c"	46	14	44	214	327	199	331	179	67	483	409	164	44	253	398	222	146	159	274	521	27	23
"gene:Rv2256c"	925	457	841	2769	3954	2787	3719	1805	1230	5415	3908	1894	415	2474	3317	2356	1286	1370	3449	5906	538	445
"gene:Rv2257c"	323	161	322	1504	2266	1721	1900	1045	503	3317	2464	1139	183	1066	1615	821	403	360	1785	3139	165	129
"gene:Rv2258c"	855	325	573	2342	3294	2285	3031	1502	932	5492	4105	1910	329	1632	2345	1029	459	492	3704	6398	259	220
"gene:Rv2259"	726	351	597	1917	2796	2181	1943	950	692	3710	2904	1059	216	1194	1823	1047	490	524	2472	4006	245	133
"gene:Rv2260"	549	309	550	1498	2275	1650	1799	925	615	2981	2271	832	205	1161	1672	1077	515	475	2051	3616	244	192
